quote;author;context;source;date
"This is a dreadfully vapig paper - full only of mental masturbation: The danger is that younger statisticians often think such performances sophisticated and ape them.";A.S.C. Ehrenberg;"in the discussion of Harvey & Durbin's `seatbelt' paper";"JRSS A, 149, p. 220";March 1986
